uid,ltv,amount,rank,max_rarity_chara_num,max_skill_num,multi_battle_num
26380490,0,0,17,0,0,38
14700163,0,0,34,0,2,31
25361999,0,0,2,0,0,2
12439253,0,0,33,0,0,20
23115073,0,0,25,0,0,16
17323177,0,0,73,0,51,945
10662275,0,0,4,0,0,0
25338547,0,0,1,0,0,1
24871620,0,0,13,0,0,3
22904213,0,0,22,0,0,0
14734059,0,0,15,0,0,0
9089649,33200,29360,32,0,2,299
23088422,0,0,1,0,0,0
9915694,0,0,6,0,0,0
9053489,6760,0,16,0,0,1
19201921,0,0,2,0,0,0
15499877,0,0,2,0,0,0
21702639,0,0,19,0,0,2
9934643,0,0,6,0,0,0
24305145,0,0,21,0,0,6
26052230,0,0,1,0,0,1
25060472,0,0,22,0,0,0
14702432,0,0,19,0,0,0
11904071,7600,0,36,0,1,0
25259599,0,0,1,0,0,1
25848211,120,120,6,0,0,2
11007318,0,0,12,0,0,0
11659655,8760,5920,55,0,20,774
21676083,0,0,16,0,0,0
21846702,0,0,8,0,0,1
20866889,120,0,23,0,0,2
20796036,0,0,41,0,15,455
25224465,0,0,1,0,0,1
9329758,0,0,4,0,0,0
24975137,0,0,3,0,0,0
13472891,168360,0,59,0,14,3
26479810,0,0,13,0,0,1
14233344,0,0,21,0,0,26
22975880,0,0,14,0,0,0
13721380,10640,2000,46,1,8,185
20897660,2000,0,7,0,0,0
26036862,0,0,18,0,0,1
8569915,7600,0,24,0,0,8
24494328,0,0,15,0,0,10
14995485,0,0,39,0,6,133
11233873,0,0,16,0,0,6
21891743,0,0,7,0,0,0
15931333,0,0,36,0,0,59
14592596,4160,0,29,0,0,41
9752656,0,0,11,0,0,0
25765672,0,0,0,0,0,0
17213473,0,0,50,0,5,90
26278935,0,0,3,0,0,1
20967233,0,0,23,0,0,3
25652545,0,0,1,0,0,1
19601350,0,0,29,0,0,66
26290251,0,0,21,0,1,24
26371298,0,0,8,0,0,2
23175994,0,0,14,0,0,0
10946247,0,0,8,0,0,0
26458063,0,0,34,0,7,1
14228419,0,0,37,0,0,80
21558943,0,0,38,0,11,192
15657158,0,0,24,0,0,5
23455939,0,0,23,0,0,96
11706599,0,0,68,0,27,272
21892848,0,0,0,0,0,0
25914140,0,0,0,0,0,0
18802685,0,0,8,0,0,0
15612239,0,0,4,0,0,0
12853113,0,0,11,0,0,0
25208567,117,234,34,0,12,758
22864241,0,0,2,0,0,0
26424698,0,0,1,0,0,1
26122446,0,0,14,0,0,35
26120044,0,0,14,0,0,79
14149334,0,0,49,0,2,0
20509525,4960,0,42,0,3,110
11770471,0,0,36,0,0,8
14238310,0,0,24,0,0,0
25243989,0,0,10,0,0,17
26431010,0,0,1,0,0,1
10339882,0,0,5,0,0,0
9018158,2000,0,29,0,0,52
26039869,0,0,1,0,0,1
15960260,0,0,49,1,6,45
25355533,0,0,0,0,0,0
25980096,0,0,0,0,0,0
25768991,0,0,1,0,0,1
9965515,65440,0,41,0,0,0
26125578,0,0,3,0,0,1
23471020,0,0,18,0,0,28
26006240,0,0,1,0,0,1
14573637,120,0,54,1,21,405
25628370,0,0,1,0,0,1
14021973,0,0,28,0,0,6
25762206,0,0,38,0,13,681
25396534,0,0,1,0,0,1
25057776,0,0,3,0,0,0
9938675,0,0,9,0,0,0
25487130,0,0,1,0,0,1
25626869,0,0,1,0,0,1
9292420,0,0,17,0,0,0
11474681,3800,0,23,0,0,0
16169744,0,0,18,0,0,0
25709190,0,0,0,0,0,0
26450729,0,0,1,0,0,0
12070059,0,0,11,0,0,0
25422797,0,0,4,0,0,1
25006974,0,0,6,0,0,0
14019885,0,0,12,0,0,1
9330318,0,0,62,1,20,738
15129092,0,0,38,0,0,136
25947471,0,0,6,0,0,1
23130591,7720,3800,20,0,1,6
16043297,0,0,14,0,0,0
25415065,0,0,1,0,0,1
9910996,0,0,32,0,1,8
25350319,0,0,9,0,0,16
13130065,0,0,34,0,1,22
22806186,0,0,12,0,0,0
8770982,0,0,19,0,0,0
13827381,0,0,1,0,0,2
23669086,0,0,3,0,0,1
8793015,0,0,32,0,0,0
14335926,0,0,22,0,0,9
21034611,0,0,21,0,1,0
17620593,0,0,10,0,0,0
13564322,0,0,1,0,0,0
24523175,0,0,16,0,0,59
10488979,0,0,51,0,8,186
25727821,0,0,4,0,0,2
25765387,0,0,6,0,0,8
26035805,0,0,0,0,0,0
23389978,0,0,32,0,2,21
12548659,0,0,15,0,0,0
24815699,0,0,33,0,2,580
9332584,0,0,23,0,0,0
14760104,0,0,19,0,0,25
16799479,43560,0,26,0,0,0
25770045,0,0,1,0,0,1
9113168,0,0,26,0,0,31
26299867,0,0,11,0,0,20
12698564,0,0,44,0,0,1
25606438,0,0,2,0,0,1
10631611,0,0,20,0,0,0
21181745,0,0,3,0,0,0
21937738,8080,0,12,0,0,2
26358002,0,0,1,0,0,0
22600260,0,0,23,0,0,65
14129268,97600,0,19,0,0,13
16939051,15000,840,29,0,0,12
12338920,54440,6320,54,0,11,476
21556293,0,0,21,0,0,10
13680061,0,0,12,0,0,0
11154528,0,0,34,0,1,11
25060634,0,0,1,0,0,0
23282494,0,0,4,0,0,1
24711928,0,0,26,0,0,206
16345025,0,0,17,0,0,0
12552143,0,0,11,0,0,0
12932067,0,0,13,0,0,0
15282490,18800,5800,44,0,2,189
23967883,0,0,1,0,0,0
25994136,0,0,1,0,0,1
26103464,0,0,0,0,0,0
25253634,0,0,1,0,0,1
20445199,0,0,11,0,0,0
13724269,16440,0,47,0,0,0
25357549,0,0,1,0,0,0
25742222,0,0,0,0,0,0
8774606,0,0,22,0,0,0
25975849,0,0,0,0,0,0
25931312,0,0,0,0,0,0
26187715,0,0,1,0,0,1
18553289,0,0,18,0,0,1
26135039,0,0,0,0,0,0
22749328,0,0,1,0,0,0
19297433,0,0,4,0,0,0
23206247,0,0,16,0,0,1
13941447,0,0,32,0,1,0
26186050,0,0,10,0,0,10
25923196,0,0,0,0,0,0
24315951,0,0,3,0,0,0
13112377,8080,0,27,0,0,0
8362777,8320,0,16,0,0,0
9434169,0,0,13,0,0,0
24250684,0,0,40,0,8,373
19806556,0,0,7,0,0,0
24425365,0,0,23,0,2,130
16328165,0,0,22,0,1,4
10968657,0,0,57,0,10,20
13766095,0,0,20,0,0,6
22921897,840,840,29,0,2,186
12803101,0,0,59,0,2,61
18843704,0,0,25,0,0,0
19837111,21360,0,26,0,0,63
10705953,0,0,15,0,0,0
24285483,0,0,1,0,0,0
24585825,129190,86120,46,0,15,1103
8520319,0,0,4,0,0,0
20307140,0,0,28,0,0,136
26017655,0,0,2,0,0,2
26387034,0,0,8,0,0,1
13861838,0,0,14,0,0,0
13370470,0,0,23,0,0,5
26455220,0,0,0,0,0,0
25675990,0,0,1,0,0,1
10512609,19000,0,31,0,0,0
18462309,0,0,15,0,0,0
8674276,0,0,13,0,0,0
26361247,0,0,2,0,0,1
12533464,0,0,20,0,0,1
25857191,0,0,1,0,0,1
21088473,0,0,24,0,0,22
10787364,5800,0,32,0,0,22
25939994,0,0,18,0,0,42
26324367,0,0,8,0,0,0
12621158,0,0,13,0,0,3
26366236,0,0,0,0,0,0
15125346,0,0,17,0,0,0
10690569,240,0,24,0,0,0
25777672,0,0,0,0,0,0
26377143,0,0,0,0,0,0
23471324,120,120,25,0,2,55
10716196,0,0,6,0,0,0
21737270,0,0,24,0,1,25
26414473,0,0,0,0,0,0
23879015,0,0,17,0,0,8
10606267,6840,0,53,0,4,96
25489974,0,0,10,0,0,8
19761650,0,0,22,0,0,3
26365225,0,0,1,0,0,1
23301438,0,0,10,0,0,1
25424105,0,0,11,0,0,28
14622914,0,0,36,0,0,12
25856130,0,0,1,0,0,1
24864543,0,0,3,0,0,0
21972468,0,0,10,0,0,0
19928988,0,0,24,0,0,55
11992415,1560,0,13,0,0,0
25840940,0,0,1,0,0,1
22814751,0,0,32,0,0,83
21912777,0,0,16,0,0,22
13180118,0,0,25,0,0,10
15229903,0,0,45,0,0,0
8793042,46600,0,34,0,3,24
25819496,0,0,6,0,0,8
26244680,0,0,1,0,0,1
8542603,0,0,22,0,0,0
25541534,0,0,1,0,0,1
23735284,0,0,16,0,0,27
26255598,0,0,1,0,0,0
9037846,0,0,26,0,0,14
25373829,0,0,0,0,0,0
18743454,0,0,16,0,0,0
21167774,0,0,12,0,0,1
17690223,4760,0,22,0,0,6
26357993,0,0,1,0,0,0
14906426,19160,8240,79,1,51,1254
14673291,0,0,30,0,0,56
18773389,0,0,11,0,0,4
24750542,5000,4640,20,0,0,104
26392531,0,0,1,0,0,1
17157078,0,0,25,0,0,7
25056962,0,0,13,0,0,6
25352441,0,0,1,0,0,1
18962412,0,0,22,0,0,1
19252603,0,0,22,0,0,10
25420991,0,0,1,0,0,1
25292179,0,0,1,0,0,1
12412497,2720,0,37,0,4,6
23867096,0,0,2,0,0,0
8721993,150680,7600,31,0,1,31
25340144,0,0,0,0,0,0
20787037,0,0,20,0,0,38
26219673,0,0,5,0,0,1
25264010,0,0,3,0,0,1
17468425,0,0,96,1,91,2083
13235958,0,0,30,0,0,0
13643840,0,0,32,0,1,2
8561378,2840,2840,20,0,1,90
26464728,0,0,0,0,0,0
21520447,0,0,7,0,0,0
14064231,2000,0,32,0,1,1
11250210,0,0,52,0,7,100
17777352,0,0,35,0,1,77
8628928,0,0,5,0,0,0
8891722,0,0,20,0,0,0
26489440,0,0,1,0,0,1
26436471,0,0,10,0,0,12
8456508,0,0,40,0,0,0
25436046,0,0,1,0,0,1
13361337,0,0,11,0,0,0
18576020,31320,3800,62,0,58,1043
9283143,0,0,20,0,0,0
8530681,0,0,17,0,0,0
25607226,0,0,1,0,0,1
21090369,0,0,8,0,0,0
25934436,0,0,5,0,0,2
21818121,0,0,7,0,0,0
25264092,0,0,1,0,0,1
25459491,0,0,1,0,0,1
26106812,0,0,1,0,0,1
25994132,0,0,8,0,0,1
25312065,0,0,0,0,0,0
25729796,0,0,1,0,0,1
23560974,0,0,9,0,0,5
15847989,0,0,32,0,0,39
20842345,0,0,14,0,0,20
26471465,0,0,3,0,0,1
9193787,0,0,22,0,0,2
19159566,0,0,10,0,0,0
10800535,0,0,10,0,0,0
13274362,0,0,36,1,1,83
25375898,0,0,1,0,0,1
25257097,0,0,1,0,0,1
11567968,0,0,31,0,1,57
15400569,803840,84240,83,0,78,1129
25616862,0,0,0,0,0,0
24831550,0,0,15,0,0,21
26329646,0,0,0,0,0,0
22037413,8360,0,21,0,1,3
22065218,0,0,16,0,0,0
13959986,0,0,9,0,0,0
24524450,0,0,1,0,0,0
16007350,0,0,33,0,4,0
21557315,240,0,16,0,0,0
20583037,0,0,22,0,2,2
14625586,120,0,33,1,0,41
25279090,0,0,2,0,0,1
23913182,0,0,1,0,0,0
17379997,0,0,24,0,0,0
8622274,4640,0,49,0,1,0
25457715,0,0,0,0,0,0
22568349,0,0,9,0,0,0
12880200,0,0,25,0,0,0
18586348,0,0,5,0,0,0
14044650,64840,0,66,1,16,609
25852561,0,0,31,0,11,390
26440335,0,0,10,0,0,1
24933954,0,0,45,0,24,1306
8425082,0,0,25,0,0,1
14698469,120,0,17,0,0,7
8665492,0,0,30,0,0,0
26083737,0,0,2,0,0,1
21906534,0,0,23,0,0,1
26242650,0,0,14,0,0,68
26346548,0,0,1,0,0,0
10683868,5920,120,5,0,0,0
19385215,41240,27280,84,0,65,2310
15534721,960,0,54,0,12,1
13070700,0,0,26,0,3,49
25358998,0,0,0,0,0,0
26099585,0,0,1,0,0,1
26034603,0,0,2,0,0,1
25548174,0,0,3,0,0,2
25782572,0,0,1,0,0,1
23545697,0,0,29,0,2,148
8331594,0,0,22,0,0,0
21236094,0,0,5,0,0,1
22361927,0,0,31,0,6,355
25936931,0,0,1,0,0,1
26278263,0,0,15,0,0,17
26098553,0,0,2,0,0,1
11097216,0,0,35,0,10,9
20796507,2960,0,33,0,4,127
14062086,0,0,2,0,0,0
24710778,0,0,48,0,27,1474
22038770,3440,0,13,0,0,0
11425077,676240,59400,66,2,27,201
26132933,0,0,0,0,0,0
26093192,0,0,0,0,0,0
25904949,0,0,1,0,0,0
10638027,229120,44440,86,1,83,1203
22243229,0,0,17,0,0,0
13180080,0,0,7,0,0,0
26423023,0,0,1,0,0,1
25281456,0,0,4,0,0,3
26252789,0,0,3,0,0,1
22045806,0,0,32,0,4,106
26171812,0,0,3,0,0,1
13572197,0,0,42,0,9,217
19359288,840,0,37,0,1,107
25756609,0,0,5,0,0,1
10639320,0,0,9,0,0,0
23314554,0,0,16,0,0,0
25864988,0,0,1,0,0,1
25818025,0,0,3,0,0,3
11350585,0,0,27,0,0,0
18781230,0,0,12,0,0,0
9236237,0,0,10,0,0,0
10233803,0,0,13,0,0,0
25669939,0,0,0,0,0,0
12208016,5431,0,63,0,34,877
20854740,0,0,24,0,0,25
25893034,0,0,8,0,0,3
10609220,6640,0,23,0,0,0
14400033,0,0,37,0,0,132
26135357,0,0,13,0,0,52
24240580,0,0,20,0,0,40
10765238,0,0,33,0,0,0
22101134,0,0,2,0,0,1
25465584,0,0,2,0,0,1
23085724,9600,0,17,0,0,0
14766488,0,0,33,0,0,3
26151069,0,0,0,0,0,0
11656995,0,0,23,0,0,0
10458575,0,0,10,0,0,0
17913350,0,0,24,0,0,11
11668653,189080,53760,81,0,50,1352
22630356,0,0,21,0,0,0
12167443,0,0,8,0,0,0
25657983,0,0,1,0,0,1
26435910,0,0,2,0,0,1
20621018,0,0,4,0,0,0
16812241,0,0,22,0,0,0
21629394,0,0,15,0,0,0
22423489,600,0,4,0,0,0
9925130,0,0,22,0,0,0
22372277,0,0,23,0,0,21
24115301,0,0,35,0,20,530
25404861,0,0,0,0,0,0
26242912,0,0,2,0,0,1
8665704,0,0,15,0,0,0
12908919,120,0,43,0,2,154
25628272,0,0,1,0,0,1
21686070,0,0,6,0,0,0
9230086,0,0,37,0,4,28
20446865,0,0,70,0,60,1160
24478516,0,0,10,0,0,4
25974514,0,0,5,0,0,1
26054506,0,0,4,0,0,4
13459908,0,0,11,0,0,0
9065700,0,0,11,0,0,0
8813952,0,0,12,0,0,0
13756322,2120,0,53,0,3,7
19213792,49320,0,25,0,0,0
25506347,0,0,3,0,0,4
21785863,0,0,4,0,0,0
16058061,120,0,38,0,3,210
12105338,167520,27120,67,1,32,650
17013087,0,0,7,0,0,0
21882451,0,0,11,0,0,0
26069463,0,0,3,0,0,1
23152871,0,0,30,0,4,94
22790659,0,0,14,0,0,0
25686562,0,0,6,0,0,2
18857814,0,0,22,0,0,0
25942191,0,0,0,0,0,0
9566956,0,0,19,0,0,16
10508866,0,0,4,0,0,0
15388343,0,0,1,0,0,0
24300402,0,0,9,0,0,1
23496746,0,0,7,0,0,3
26105073,0,0,0,0,0,0
25284678,0,0,0,0,0,0
20806928,0,0,37,0,1,202
24599661,0,0,1,0,0,0
25322316,0,0,1,0,0,1
19900961,0,0,34,0,9,63
21807733,0,0,12,0,0,0
26209067,0,0,1,0,0,0
25992076,0,0,5,0,0,1
26356876,0,0,22,0,0,1
13385407,326680,54600,73,2,60,688
13434019,0,0,18,0,0,1
23849260,0,0,2,0,0,0
25238535,0,0,8,0,0,2
8559163,0,0,23,0,0,0
10499372,0,0,11,0,0,0
23191969,0,0,21,0,0,1
25913373,0,0,0,0,0,0
25235624,0,0,1,0,0,0
23720010,5800,5800,35,0,11,381
26241868,0,0,1,0,0,1
26079019,0,0,2,0,0,1
19750569,0,0,3,0,0,0
20262423,0,0,28,0,1,0
26172199,0,0,1,0,0,0
26271181,0,0,15,0,0,32
25834807,0,0,0,0,0,0
21636979,0,0,21,0,0,2
26010569,0,0,0,0,0,0
26343371,0,0,1,0,0,1
13353946,0,0,63,1,15,19
13383938,20160,10960,41,1,1,50
13901596,0,0,47,1,8,556
9740045,0,0,36,0,1,79
13862517,0,0,59,0,19,26
26390923,0,0,18,0,2,1
26073313,0,0,1,0,0,4
25943318,0,0,0,0,0,0
16709677,0,0,41,0,2,37
25956709,0,0,1,0,0,1
10786232,0,0,1,0,0,0
15544849,0,0,14,0,0,0
25309593,0,0,1,0,0,1
26245690,0,0,0,0,0,0
25874619,0,0,1,0,0,1
24749964,0,0,35,0,4,560
26215852,840,840,15,0,0,9
23513651,0,0,19,0,0,42
25967539,0,0,0,0,0,0
25669025,0,0,5,0,0,3
22137401,0,0,25,0,0,11
15659747,0,0,46,0,0,0
11139758,0,0,9,0,0,0
26207917,0,0,3,0,0,1
26030017,0,0,0,0,0,0
25885761,0,0,0,0,0,0
17831495,9520,9520,38,0,5,365
26236322,0,0,0,0,0,0
10130325,0,0,16,0,0,0
9556022,0,0,30,0,0,0
18602732,0,0,39,0,2,97
8842757,46520,44800,39,0,5,85
11717691,0,0,16,0,0,0
20740202,0,0,34,0,2,12
15712902,0,0,4,0,0,0
12575035,0,0,60,1,35,475
25958450,0,0,0,0,0,0
26156551,0,0,4,0,0,1
26399297,0,0,2,0,0,1
13270656,0,0,40,0,1,142
25411859,0,0,1,0,0,0
15577976,5600,0,36,0,3,4
26255763,0,0,27,0,0,100
17126078,10560,8440,53,0,27,1178
11987393,0,0,17,0,0,0
17654705,0,0,34,0,0,31
18546370,0,0,12,0,0,0
21890987,0,0,9,0,0,0
8720294,0,0,46,0,11,301
17029746,0,0,26,0,0,0
13664706,0,0,16,0,0,0
